EXP_ID,LYSATE_LOT,WELL,TIME,MEASUREMENT,MGGLU,KGLU
E245,24-L,A1,00:00:00,3398,0,100
E245,24-L,A2,00:00:00,3712,0,120
E245,24-L,A3,00:00:00,4206,0,140
E245,24-L,A4,00:00:00,4133,0,160
E245,24-L,A5,00:00:00,3897,0,180
E245,24-L,A6,00:00:00,3998,0,200
E245,24-L,A7,00:00:00,3572,0,220
E245,24-L,A8,00:00:00,3549,0,240
E245,24-L,A9,00:00:00,3680,0,260
E245,24-L,A10,00:00:00,3640,0,280
E245,24-L,A11,00:00:00,3477,0,300
E245,24-L,A12,00:00:00,3583,0,320
E245,24-L,A13,00:00:00,3308,0,340
E245,24-L,A14,00:00:00,3658,0,360
E245,24-L,A15,00:00:00,3319,0,380
E245,24-L,A16,00:00:00,3700,0,400
E245,24-L,A17,00:00:00,3308,0,440
E245,24-L,A18,00:00:00,3581,0,260
E245,24-L,A19,00:00:00,3298,0,280
E245,24-L,A20,00:00:00,3646,0,300
E245,24-L,A21,00:00:00,3611,0,320
E245,24-L,A22,00:00:00,3603,0,340
E245,24-L,A23,00:00:00,897,0,0
E245,24-L,A24,00:00:00,918,0,0
E245,24-L,B1,00:00:00,3343,2,100
E245,24-L,B2,00:00:00,3562,2,120
E245,24-L,B3,00:00:00,3638,2,140
E245,24-L,B4,00:00:00,3703,2,160
E245,24-L,B5,00:00:00,3787,2,180
E245,24-L,B6,00:00:00,4252,2,200
E245,24-L,B7,00:00:00,4132,2,220
E245,24-L,B8,00:00:00,4307,2,240
E245,24-L,B9,00:00:00,3929,2,260
E245,24-L,B10,00:00:00,4713,2,280
E245,24-L,B11,00:00:00,4070,2,300
E245,24-L,B12,00:00:00,4355,2,320
E245,24-L,B13,00:00:00,3979,2,340
E245,24-L,B14,00:00:00,3795,2,360
E245,24-L,B15,00:00:00,3872,2,380
E245,24-L,B16,00:00:00,4188,2,400
E245,24-L,B17,00:00:00,4061,2,440
E245,24-L,B18,00:00:00,3498,2,260
E245,24-L,B19,00:00:00,3884,2,280
E245,24-L,B20,00:00:00,4182,2,300
E245,24-L,B21,00:00:00,3896,2,320
E245,24-L,B22,00:00:00,4165,2,340
E245,24-L,B23,00:00:00,948,0,0
E245,24-L,B24,00:00:00,941,0,0
E245,24-L,C1,00:00:00,3310,3,100
E245,24-L,C2,00:00:00,3960,3,120
E245,24-L,C3,00:00:00,3577,3,140
E245,24-L,C4,00:00:00,3143,3,160
E245,24-L,C5,00:00:00,4375,3,180
E245,24-L,C6,00:00:00,3898,3,200
E245,24-L,C7,00:00:00,4365,3,220
E245,24-L,C8,00:00:00,4106,3,240
E245,24-L,C9,00:00:00,4002,3,260
E245,24-L,C10,00:00:00,4195,3,280
E245,24-L,C11,00:00:00,4270,3,300
E245,24-L,C12,00:00:00,4088,3,320
E245,24-L,C13,00:00:00,4251,3,340
E245,24-L,C14,00:00:00,4056,3,360
E245,24-L,C15,00:00:00,4324,3,380
E245,24-L,C16,00:00:00,4018,3,400
E245,24-L,C17,00:00:00,4297,3,440
E245,24-L,C18,00:00:00,3441,3,260
E245,24-L,C19,00:00:00,4094,3,280
E245,24-L,C20,00:00:00,4086,3,300
E245,24-L,C21,00:00:00,4086,3,320
E245,24-L,C22,00:00:00,4042,3,340
E245,24-L,C23,00:00:00,886,0,0
E245,24-L,C24,00:00:00,915,0,0
E245,24-L,D1,00:00:00,3839,4,100
E245,24-L,D2,00:00:00,4038,4,120
E245,24-L,D3,00:00:00,3902,4,140
E245,24-L,D4,00:00:00,4358,4,160
E245,24-L,D5,00:00:00,4020,4,180
E245,24-L,D6,00:00:00,4327,4,200
E245,24-L,D7,00:00:00,4092,4,220
E245,24-L,D8,00:00:00,4208,4,240
E245,24-L,D9,00:00:00,4030,4,260
E245,24-L,D10,00:00:00,3998,4,280
E245,24-L,D11,00:00:00,3999,4,300
E245,24-L,D12,00:00:00,3842,4,320
E245,24-L,D13,00:00:00,4282,4,340
E245,24-L,D14,00:00:00,4128,4,360
E245,24-L,D15,00:00:00,4084,4,380
E245,24-L,D16,00:00:00,4072,4,400
E245,24-L,D17,00:00:00,4083,4,440
E245,24-L,D18,00:00:00,4031,4,260
E245,24-L,D19,00:00:00,4129,4,280
E245,24-L,D20,00:00:00,3767,4,300
E245,24-L,D21,00:00:00,4239,4,320
E245,24-L,D22,00:00:00,4254,4,340
E245,24-L,D23,00:00:00,912,0,0
E245,24-L,D24,00:00:00,962,0,0
E245,24-L,A1,00:10:00,1866,0,100
E245,24-L,A2,00:10:00,1990,0,120
E245,24-L,A3,00:10:00,2048,0,140
E245,24-L,A4,00:10:00,1987,0,160
E245,24-L,A5,00:10:00,2010,0,180
E245,24-L,A6,00:10:00,2065,0,200
E245,24-L,A7,00:10:00,2058,0,220
E245,24-L,A8,00:10:00,2132,0,240
E245,24-L,A9,00:10:00,2003,0,260
E245,24-L,A10,00:10:00,2239,0,280
E245,24-L,A11,00:10:00,2099,0,300
E245,24-L,A12,00:10:00,2171,0,320
E245,24-L,A13,00:10:00,2350,0,340
E245,24-L,A14,00:10:00,2225,0,360
E245,24-L,A15,00:10:00,2217,0,380
E245,24-L,A16,00:10:00,2329,0,400
E245,24-L,A17,00:10:00,2284,0,440
E245,24-L,A18,00:10:00,2105,0,260
E245,24-L,A19,00:10:00,2161,0,280
E245,24-L,A20,00:10:00,2615,0,300
E245,24-L,A21,00:10:00,2702,0,320
E245,24-L,A22,00:10:00,2749,0,340
E245,24-L,A23,00:10:00,936,0,0
E245,24-L,A24,00:10:00,922,0,0
E245,24-L,B1,00:10:00,3066,2,100
E245,24-L,B2,00:10:00,2768,2,120
E245,24-L,B3,00:10:00,3217,2,140
E245,24-L,B4,00:10:00,3287,2,160
E245,24-L,B5,00:10:00,5002,2,180
E245,24-L,B6,00:10:00,6283,2,200
E245,24-L,B7,00:10:00,6223,2,220
E245,24-L,B8,00:10:00,6971,2,240
E245,24-L,B9,00:10:00,5417,2,260
E245,24-L,B10,00:10:00,6049,2,280
E245,24-L,B11,00:10:00,4532,2,300
